,User-ID,Location,Age
79375,79376,"yukon, oklahoma, usa",21.0
271218,271219,"lugo, lugo, spain",40.0
231215,231216,"north vancouver, british columbia, canada",
186223,186224,"brookline, massachusetts, usa",47.0
20468,20469,"fort walton beach, florida, usa",
164331,164332,"lowell, massachusetts, usa",39.0
78256,78257,"lisboa, lisboa, portugal",
74238,74239,"berlin, berlin, germany",
161047,161048,"milwaukee, wisconsin, usa",54.0
102089,102090,"stevenage, hertfordshire, united kingdom",36.0
251566,251567,"glasgow, n/a, united kingdom",33.0
157746,157747,"london, england, united kingdom",37.0
255849,255850,"el padul, granada, spain",25.0
193453,193454,"los angeles, california, usa",
239694,239695,"lexington, kentucky, usa",
237711,237712,"oshkosh, wisconsin, usa",
104041,104042,"sacramento, california, usa",13.0
118821,118822,"lüneburg, niedersachsen, germany",24.0
138617,138618,"kent, washington, usa",17.0
55846,55847,"bassett, virginia, usa",
152894,152895,"truro, england, united kingdom",
69107,69108,"springfield, missouri, usa",14.0
10915,10916,"clive, iowa, usa",32.0
151703,151704,"cotabato, n/a, philippines",25.0
262239,262240,"auckland, n/a, new zealand",
159650,159651,"colom, michigan, usa",50.0
223711,223712,"roma, lazio, italy",
161423,161424,"yuba city, california, usa",18.0
111567,111568,"toronto, ontario, canada",
96739,96740,"leeds, england, united kingdom",22.0
260823,260824,"virginia beach, va, usa",15.0
112154,112155,"forest city, north carolina, usa",33.0
522,523,"bozeman, montana, usa",19.0
270288,270289,"halle, sachsen-anhalt, germany",
81394,81395,"canton, connecticut, usa",47.0
56324,56325,"chicago, illinois, usa",34.0
831,832,"mobile, alabama, united kingdom",
212504,212505,"lancaster, california, usa",61.0
238964,238965,"glendale, arizona, usa",18.0
78241,78242,"braga, minho, portugal",34.0
242893,242894,"brighton, england, united kingdom",
107692,107693,"nashville, tasmania, usa",19.0
78162,78163,"toronto, ontario, canada",41.0
54861,54862,"chula vista, california, usa",22.0
128747,128748,"cleveland, ohio, usa",52.0
159184,159185,"perth, western australia, australia",
220906,220907,"hull, england, united kingdom",27.0
9461,9462,"upland, indiana, usa",
177003,177004,"milano, lombardia, italy",24.0
122248,122249,"saugerties, new york, usa",
66331,66332,"hamburg, n/a, germany",
134356,134357,"davis, california, usa",
1183,1184,"la mirada, california, usa",38.0
219481,219482,"san antonio, texas, usa",28.0
136593,136594,"everett, washington, usa",
181283,181284,"london, england, united kingdom",26.0
167290,167291,"oklahoma city, oklahoma, usa",46.0
77180,77181,"louisville, kentucky, usa",33.0
263665,263666,"norco, california, usa",
24021,24022,"nashville, tennessee, usa",33.0
255036,255037,"cambridge, cambridgeshire, united kingdom",19.0
207854,207855,"batu caves, selangor, malaysia",
23053,23054,"frankfurt, hessen, germany",
72807,72808,"mülheim/ruhr, nordrhein-westfalen, germany",33.0
140822,140823,"grävenwiesbach, hessen, germany",33.0
92707,92708,"berlin, berlin, germany",
245157,245158,"utrecht, utrecht, netherlands",25.0
54828,54829,"havana, n/a, cuba",40.0
252683,252684,"austin, texas, usa",
172226,172227,"serai naurang, n.w.f.p, pakistan",22.0
29465,29466,"waldmohr, rheinland-pfalz, germany",
74262,74263,"memphis, missouri, usa",
249073,249074,"palma de mallorca, baleares, spain",44.0
262007,262008,"rockford, illinois, usa",24.0
118889,118890,"iowa city, iowa, usa",57.0
156380,156381,"lara, victoria, australia",
184172,184173,"norwich, england, united kingdom",43.0
162149,162150,"miskolc, n/a, hungary",26.0
197724,197725,"west vancouver, british columbia, canada",
86832,86833,"auckland, no state, new zealand",
163108,163109,"mendoza, dc, belgium",
168267,168268,"new york, new york, usa",
58509,58510,"portland, maine, usa",
12482,12483,"tralala, lahdedah, doodedoo",
227366,227367,"burbank, california, usa",
216498,216499,"charlotte, north carolina, usa",59.0
214610,214611,"camberley, surrey, united kingdom",31.0
111780,111781,"brisbane, queensland, australia",
270872,270873,"boulder, colorado, usa",
179579,179580,"silverton, oregon, usa",
246369,246370,"cargo, new south wales, australia",45.0
241183,241184,"cinisello balsamo, ,",
100150,100151,"istanbul, n/a, turkey",33.0
243115,243116,"groningen, groningen, netherlands",25.0
249337,249338,"barcelona, catalunya, spain",33.0
86374,86375,"sinzig, rheinland-pfalz, germany",
169001,169002,"arcadia, florida, usa",
172280,172281,"sunrise, florida, usa",42.0
247816,247817,"nashville/franklin, tennessee, usa",
62257,62258,"oakland, california, usa",
79728,79729,"winston-salem, north carolina, usa",49.0
178682,178683,"norfolk, virginia, usa",30.0
178277,178278,"fort lauderdale, florida, usa",
60743,60744,"east patchogue, new york, usa",54.0
238307,238308,"barcelona, catalunya, spain",23.0
201997,201998,"verona, veneto, italy",
167618,167619,"spring branch, texas, usa",
81408,81409,"brooksville, florida, usa",58.0
155928,155929,"devon, n/a, united kingdom",
164539,164540,"göteborg, n/a, sweden",
250188,250189,"glasgow, scotland, united kingdom",37.0
58179,58180,"mold, wales, united kingdom",37.0
195706,195707,"ottawa, ontario, canada",
34872,34873,"copenhagen, n/a, denmark",
194649,194650,"fano, marche, italy",33.0
124368,124369,"taylorsville, mississippi, usa",
277735,277736,"barcelona, catalunya, spain",22.0
217504,217505,"stockholm, n/a, sweden",
121504,121505,"albuquerque, new mexico, usa",44.0
13563,13564,"khulna, n/a, bangladesh",30.0
118949,118950,"milton keynes, england,",
230759,230760,"winter springs, florida, usa",29.0
9688,9689,"brunswick, maine, usa",42.0
86945,86946,"gijón, saarland, spain",32.0
199320,199321,"wessington, south dakota, usa",49.0
169181,169182,"fort lauderdale, florida, usa",41.0
263056,263057,"vernon, british columbia, canada",55.0
112151,112152,"burlington, north carolina, usa",24.0
230175,230176,"bratislava, bratislavský kraj, slovakia",17.0
202883,202884,"cranston, rhode island, usa",
92410,92411,"san diego, california, usa",36.0
225723,225724,"austin, texas, usa",56.0
47828,47829,"lawrence, kansas, usa",21.0
262484,262485,"kingston, massachusetts, usa",58.0
222712,222713,"carrollton, texas, usa",
70289,70290,"wilmington, delaware, usa",43.0
260070,260071,"tübingen, baden-wuerttemberg, germany",
84653,84654,"melbourne, victoria, australia",
258923,258924,"kirkstall, victoria, australia",14.0
200297,200298,"three oaks, michigan, usa",30.0
276108,276109,"london, england, united kingdom",
166230,166231,"lodi, california, usa",51.0
274715,274716,"vancouver, british columbia, canada",
222595,222596,"braunschweig, niedersachsen, germany",
137394,137395,"madrid, spain, spain",22.0
10413,10414,"chino hills, california,",49.0
37827,37828,"west hills, california, usa",46.0
131862,131863,"san juan, alicante, spain",29.0
111662,111663,"nitra, nitriansky kraj, slovakia",22.0
38427,38428,"piscinas, sardegna, italy",
231235,231236,"spirit lake, iowa, usa",54.0
144410,144411,"ann arbor, michigan, usa",29.0
45524,45525,"sherman oaks, california, usa",
198728,198729,"boynton beach, florida, usa",36.0
173491,173492,"spangdahlem, rheinland-pfalz, usa",43.0
175286,175287,"roanoke, virginia, usa",32.0
236657,236658,"middletown, ohio, usa",
107125,107126,"hawthorn, victoria, australia",
24161,24162,"minneapolis, minnesota, usa",21.0
50992,50993,"aachen, nordrhein-westfalen, germany",35.0
100873,100874,"london, england, united kingdom",60.0
103140,103141,"padova, veneto, italy",37.0
19024,19025,"tokyo, n/a, japan",43.0
64922,64923,"willow grove, pennsylvania, usa",
187570,187571,"racibórz, arkansas, poland",
104212,104213,"portland, oregon, usa",31.0
168823,168824,"madison, wisconsin, usa",
237990,237991,"freiburg, baden-wuerttemberg, germany",28.0
207219,207220,"buenos aires, buenos aires, argentina",
35768,35769,"milano, lombardia, italy",
96661,96662,"san  diego, california, usa",59.0
2316,2317,"paris, ile-de-france, france",62.0
254841,254842,"belcarra, british columbia, canada",
140717,140718,"maia, n/a, portugal",44.0
31956,31957,"saint-jean-sur-richelieu, quebec, canada",21.0
264800,264801,"warszawa, n/a, poland",19.0
33011,33012,"muenchen, bayern, germany",
251555,251556,"pampilhosa, aveiro, portugal",27.0
80892,80893,"morlaix, bretagne, france",23.0
111207,111208,"mansfield, victoria, australia",33.0
190221,190222,"petawawa, ontario, canada",33.0
119531,119532,"stuttgart, n/a, germany",
160861,160862,"bala, ontario, canada",41.0
252657,252658,"riverside, connecticut, usa",12.0
164627,164628,"hamburg, hamburg, germany",
82251,82252,"bad homburg, hessen, germany",
75963,75964,"guano, alaska, usa",49.0
78065,78066,"san francisco, california, usa",36.0
262789,262790,"horst, limburg, netherlands",30.0
146680,146681,"mermaid waters, queensland, australia",60.0
145121,145122,"truro, nova scotia, canada",39.0
102957,102958,"boaz, alabama, usa",
223094,223095,"boston, massachusetts, usa",
58331,58332,"yelm, washington, usa",
167870,167871,"london, ontario, canada",
24040,24041,"beverly, massachusetts,",
198701,198702,"canton, ohio, usa",
217618,217619,"fort stewart, georgia, usa",26.0
239404,239405,"milano, ,",
186614,186615,"fort collins, colorado, usa",
178662,178663,"calcutta, west bengal, india",
223648,223649,"seattle, washington, usa",41.0
45587,45588,"brookings, south dakota, usa",48.0
276480,276481,"sisters, oregon, usa",54.0
24868,24869,"nashua, new hampshire, usa",
1965,1966,"burgos, burgos, spain",
128604,128605,"zoetermeer, zuid-holland, netherlands",40.0
224926,224927,"the woodlands, texas, usa",38.0
135413,135414,"vigo, pontevedra, spain",25.0
106386,106387,"santa fe, new mexico, usa",20.0
40018,40019,"lacey, washington, usa",61.0
212417,212418,"san diego, california, usa",21.0
219720,219721,"longwood, florida, usa",
167719,167720,"louisville, kentucky, usa",
58255,58256,"ottawa, ontario, canada",18.0
222701,222702,"c, lombardia, italy",
11842,11843,"portland, oregon, usa",19.0
36514,36515,"hanover, pennsylvania, usa",67.0
13817,13818,"madrid, n/a, spain",
275423,275424,"burbank, california, usa",
32580,32581,"belgrade, serbia, yugoslavia",27.0
111309,111310,"san diego, california, usa",31.0
35758,35759,"flensburg, schleswig-holstein, germany",30.0
256447,256448,"chatsworth, california, usa",
42780,42781,"new haven, connecticut, usa",
143575,143576,"woodhaven, new york, usa",53.0
49616,49617,"burgos, n/a, spain",45.0
18118,18119,"san diego, california, usa",
115748,115749,"mt. pleasant, arkansas, usa",38.0
102999,103000,"greensboro, north carolina, usa",32.0
139610,139611,"uniontown, pennsylvania, usa",
53862,53863,"franca, são paulo, brazil",26.0
189026,189027,"vancouver, british columbia, canada",
24661,24662,"beja, baixo alentejo, portugal",49.0
120111,120112,"olivenza, badajoz, spain",37.0
70239,70240,"davis, california, usa",
5142,5143,"buenos aires, buenos aires, argentina",43.0
57206,57207,"coeur d`alene, idaho, usa",
11716,11717,"grants pass, oregon, usa",50.0
106774,106775,"osceola, iowa, usa",
98497,98498,"hertford, england, united kingdom",
188599,188600,"mainz, hessen, germany",29.0
184638,184639,"santa paula, california, usa",
119354,119355,"battle creek, michigan, usa",49.0
162245,162246,"munich, bayern, germany",52.0
162209,162210,"köln, nordrhein-westfalen, germany",
125755,125756,"beaverton, oregon, usa",
71891,71892,"ist, wisconsin, taiwan",
256290,256291,"east hartford, connecticut, usa",47.0
39746,39747,"watertown, massachusetts, usa",
245557,245558,"nafplio, n/a, greece",17.0
91197,91198,"reston, virginia, usa",
156022,156023,"barcelona, barcelona, spain",36.0
233377,233378,"bellingham, washington, usa",25.0
150488,150489,"bradenton, florida, usa",15.0
267697,267698,"nyc, new york, usa",
216441,216442,"port colborne, ontario, canada",42.0
60425,60426,"burlington, wisconsin, usa",18.0
27487,27488,"sydney, new south wales, australia",47.0
162287,162288,"hackensack, new jersey, usa",
93108,93109,"luling, louisiana, usa",67.0
257861,257862,"fuenlabrada, madrid, spain",29.0
209145,209146,"derby, kansas, usa",
3690,3691,"trezzo sull`adda, milano, italy",32.0
63174,63175,"redondo beach, california, usa",
109106,109107,"orange, california, usa",19.0
150725,150726,"bochum, nordrhein-westfalen, germany",24.0
92418,92419,"girona, catalunya, spain",26.0
217079,217080,"brisbane, queensland, australia",34.0
277522,277523,"woodstock, virginia, usa",62.0
267834,267835,"apopka, florida, usa",17.0
195391,195392,"genova, liguria, italy",4.0
263479,263480,"portland, oregon, usa",
198194,198195,"toronto, ontario, canada",
78707,78708,"summerville, south carolina, usa",18.0
38198,38199,"pasto, n/a, colombia",32.0
183516,183517,"dresden, sachsen, germany",34.0
154416,154417,"montpellier, herault, france",24.0
225041,225042,"mifflinburg, pennsylvania, usa",53.0
82014,82015,"methuen, massachusetts, usa",14.0
156985,156986,"st louis, nebraska, canada",
86150,86151,"n/a, n/a, n/a",60.0
91722,91723,"maumelle, arkansas, usa",
258209,258210,"cádiz, cadiz, spain",20.0
88520,88521,"islandton, south carolina, usa",
8051,8052,"kitchener, ontario, canada",
202403,202404,"porto, porto, portugal",25.0
81946,81947,"syracuse, new york, usa",23.0
211320,211321,"cincinnati, ohio, usa",19.0
1278,1279,"long beach, california, usa",
204758,204759,"concord, massachusetts, usa",
76415,76416,"hamburg, hamburg, germany",55.0
87805,87806,"chicago, illinois, usa",26.0
35604,35605,"santa cruz, california, usa",
203452,203453,"glasgow, scotland, united kingdom",28.0
276771,276772,"bonn, nordrhein-westfalen, germany",
78627,78628,"irtah, tulkarem, israel",23.0
5095,5096,"bangkok, bangkok, thailand",40.0
155320,155321,"badalona, barcelona, spain",21.0
121060,121061,"apeldoorn, gelderland, netherlands",27.0
213517,213518,"seattle, washington, usa",42.0
70887,70888,"philadelphia, pennsylvania, usa",26.0
247617,247618,"yellow springs, ohio, usa",
151785,151786,"boston, massachusetts, usa",1.0
32046,32047,"taylors falls, minnesota, usa",
140210,140211,"chula vista, california, usa",38.0
202223,202224,"cotuit, massachusetts, usa",34.0
125284,125285,"prince george, british columbia, canada",19.0
223834,223835,"san bonifacio (vr), veneto, italy",24.0
63667,63668,"vancouver, british columbia, canada",
194330,194331,"adelaide, south australia, australia",
50268,50269,"ocean springs, mississippi, usa",
101888,101889,"chico, california, usa",28.0
33045,33046,"bologna, emilia romagna, italy",33.0
193195,193196,"dublin, dublin, ireland",32.0
260964,260965,"vancouver, british columbia, canada",47.0
171439,171440,"olympia, ,",40.0
37920,37921,"isla cristina, mecklenburg-vorpommern, spain",33.0
3490,3491,"tauranga, bay of pleanty, new zealand",15.0
118941,118942,"cumberland, maryland, usa",
240947,240948,"cornwall, ontario, canada",
136371,136372,"dallas, texas, usa",
238284,238285,"new york city, ny, new york, usa",44.0
12144,12145,"pilani, rajeshthan, india",19.0
220588,220589,"kansas city, missouri, usa",50.0
239469,239470,"toronto, ontario, canada",
179775,179776,"phila, pennsylvania, usa",
277039,277040,"barcelona, barcelona, spain",27.0
78432,78433,"fairbanks, alaska, usa",67.0
146682,146683,"seaside, oregon, usa",
42570,42571,"paris, ile de france, france",24.0
258519,258520,"dulwich hill, new south wales, australia",36.0
143678,143679,"sussex, wisconsin, usa",
6851,6852,"whangarei, northland, new zealand",18.0
63006,63007,"west des moines, iowa, usa",
260224,260225,"muelheim, nordrhein-westfalen, germany",
72992,72993,"bradenton, florida, usa",
38699,38700,"stuttgart, baden-wuerttemberg, germany",20.0
17917,17918,"brisbane, queensland, australia",21.0
4019,4020,"congleton, england, united kingdom",13.0
247233,247234,"marion, ohio, usa",25.0
98925,98926,"west bend, wisconsin, usa",25.0
63766,63767,"recife, pernambuco, brazil",32.0
266804,266805,"skopje, skopje, macedonia",
27315,27316,"henderson, nevada, usa",
155252,155253,"cincinnati, ohio, usa",20.0
